video_id,video_title,author_id,text_content,similarity_score
MgRCJjhSISs,"[이슈] 베일 벗은 AI 디지털교과서…1대1 맞춤형 학습 가능/'교육 격차' 줄인다지만…""문해력 저하·준비 부족""/2024년 12월 2일(월)/KBS",@hindoong22,학부모나 교사나 아이들이나 누구도 원하지 않는 정책이에요. 문해력 당연히 떨어지고요. 뇌발달에 악영향 및 최악 이에요. 지금 아이들 핸드폰사용도 부작용이 너무 많은데 이런것도 해결 못하면서 디지털교과서라니??? 타 선진국에서 실패한 정책을 왜 도입하나요? 이유가 있으니까 지면으로 돌아가는것 아니겠어요? 애들 바보 만들려고 작정했나요?? 너무 답답합니다. 전면철회되길 바랍니다.,0.4846483
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@연꽃둥둥,"선생님이 말씀하신 눈 맟춤, 정서적인 교감이 더 중요하다는 것에 10000% 동의합니다.
아직 뇌가 자라고 있는 아이들에게 테블릿과 ai로 학습을 한다..? 참... 예산이 아깝지 않게 되길 바랄뿐입니다.
디지털 교과서도 단점이 많아 스웨덴에서는 종이교과서로 돌아갔다는데
이런저런거 다 알아보고 시작한거겠죠?^^;; 하하하;;",0.482793
JC35hy4u1mo,"AI 디지털교과서(AIDT), 도입해야할까? ｜토론으로 알아보는 교육정책",@목만치,"AI디지털 교과서에 대한 학생들이 다양한 관점과 의견 잘 들었습니다
학생들의 목소리에 귀기울여서 더 나은 교육환경을 만들어야겠네요
저는 개인적으로 고교학점제가 내년부터 본격 시작될텐데 고교학점제에 대해서 토론 해보는 것이 좋을 것 같아요",0.4826662
JC35hy4u1mo,"AI 디지털교과서(AIDT), 도입해야할까? ｜토론으로 알아보는 교육정책",@hyungjan,"AI디지털 교과서에 대한 다양한 관점에서 토론을 하는것을 보면서 생각의 폭이 넓어지는거 같아요.
다음 토론주제로 온라인 수업확대와 오프라인 수업의 균형에 대해 논의하면 좋을거 같아요. 온라인 수업은 유연한 학습환경을 제공하지만 오프라인 수업은 상호작용과 집중력향상에 중요한 역활을 하고 있기에 시대에 따라서 변화하는 수업의 변화에 대해 이야기 해보면 좋을거 같습니다.",0.48187858
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@이샤-g7i,"집에서는 전자기기 차단하려고 전쟁중인데!!!
학교는 온라인 숙제...
담임쌤 카톡 알림장...
이제 전자 교과서까지...
너무 싫네요ㅜㅜ
시력 나빠지는 것도 나라에서 책임질건지...",0.4816898
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@haneulsom,"평소 영상만 열심히 보고 있던 시청자입니다. 이 부분에 목소리를 내주셔서 너무 감사합니다. 최근에 칸아카데미를 알게 되었는데 덕분에 책도 구입했습니다. 모든 새로운 방안에는 시행착오가 있겠지만, 교육만큼은 숙의하고 또 숙의한 끝에 가장 시행착오를 겪으면 안되는 부분이라고 생각해요. 저도 교육학을 공부했던 적이 있었지만, 이번 제도에 대해선 평소에 공교육을 무시하고 비난하는 사람들에게 뭐라고 변명도 할 수 없는 부분이었습니다. 그게 너무 씁쓸합니다. 최초-라는 수식어에 얽매이지 말고 훗날, 가장 성공적인-이란 수식어를 달 수 있는 교육정책이 되도록, 좀 더 신중하게 다뤘으면 좋겠네요 ㅜㅜ",0.48047763
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@zoo3573,4:20 집중학습 모드를 통해 수업외 다른 활동을 방지하고 선생님은 실시간으로 학생들의 학습 이해도를 파악해서 어려움을 겪는 학생을 도와줄 수 있다는 점이 정말 마음에 드네요,0.48039353
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@깃톨,"영어는 그렇다고 해도 수학은 개 문제 있는게 시험은? 어차피 종이로 볼 것 아닌가?
근데 디지털에 익숙해진 아이들이 종이로 시험 보는 것은",0.48020148
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@1902ivy,꼭 디지털 교과서가 필요할까요?,0.47974402
MgRCJjhSISs,"[이슈] 베일 벗은 AI 디지털교과서…1대1 맞춤형 학습 가능/'교육 격차' 줄인다지만…""문해력 저하·준비 부족""/2024년 12월 2일(월)/KBS",@sams4669,예비 4학년 학부모예요. 이미 이 아이들은 코로나시대를 거치며 줌 수업등 과한 미디어 노출이 있었습니다. 많은 아이들이 시력과 사회성이 떨어지고 있어요! 제발. 멀티미디어 자료? 이미 차고 넘치게 본 아이들입니다. 아이들 더 집중못하고 시력도 나빠지고 선생님친구들과 상호작용이 줄어들게 뻔해요! 제발. 멈춰주세요!!,0.47916943
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@bmx7007,"보자마자 화가 치밀어 오르네
코로나때도. 숨막히게. 한것도
 모자라서
안그래도 스마트폰 중독이 된 아이들한테.  뭐하는짓들인지
교육부.  탐욕에
애들 망쳐놓고들 있네
점점줄어드는 아이들한테
더 열정을 쏟고 해도 모자를 판에
분위기가. 더 성의도없고 정신없어
 더 산만헤질거 같다
공부는 종이착과 연필로
하는게.   차분한 분위기에서 집중도
훨씬 잘될거 같다",0.47893435
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@treew03,요즘 스마트폰 스마트교과서 스마트기기가 너무 많다보니 아이가 연필을 잡고 글을 쓰는걸 너무 힘들어 함..우리 아이만 그런건지..,0.47854275
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@목만치,04:33  학생들의 힘든부분을 알아서 파악해서 도움을 주는 맞춤형 서비스가 너무 효과적일 것 같아요,0.4776837
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@아름다운여자-k5y,교육부는 정신좀차려야...문해력외치믄서 무슨디지털.스마트폰으로 망가지는아이들 더 부추기는듯.,0.4765695
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@oxford_shirt,"태블릿으로 수학문제 푸는거 되게 불편해보임... 초등학생들인데
굳이 저렇게까지 해야되나 ;;
종이에다 푸는게 더 편할텐데...",0.47586846
VRyVZG_q8SQ,종이 없는 AI 디지털 교과서 시대 열린다 [AI 교과서 도입]① [9시 뉴스] / KBS  2024.03.14.,@Kuku._.0345,"아니 내년에 중(현 초6)1되는 학생인데 실험체 되는것 같아서 진짜 싫어요 지금도 조금씩 해보긴 했는데 종이 만큼 이해도 안돼고 인터넷 안 터지면 작동도 안하니까 진짜 별로에요. 수업하는데 눈도 뻐근해지고 눈도 나빠지는데 왜 실행하는지 모르겠어요 딴짓도 몰래 잘하면 할 수도 있고 왜 세금을 그따구로 쓰는지 진짜 이해가 안돼요  핸드폰 줄이라면서 더 쓰게 만들고 그러면서 또 줄이라고하는 어른들은 도대체 무슨 생각인건가요 친구들도 왜 12년생들은 맨날 실험체로 쓰인다고 싫어해요 이대로 진짜 디지털교과서 도입되면 공부 접고 걍 놀거에요 이러다가는 수능도 갤탭이나 아이패드로 보겠네요..... 가벼워지기는 하겠지만 그건 굳이 상관없는 부분이어서 더 짜증나네요.
빨리 디지털교과서 폐지하고 저 공부하게 해주세요.
디지털교과서 반대해요",0.47547007
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@고정미-i3b,"선생님들 인권이 떨어진 마당에 오프라인 교육만 추구하는건 잘못된 것 같아요..정서적 눈맞춤이라..요즘 애들요 부모가 소왕자 소공주로 키웁니다.
절대 야단치지 않습니다.
그런 애들이 학교에서 선생님 말씀을 듣고 이해한다?
가정교육이 무너진 판에 공교육만 탓하는 것도 아닌것 같아요..
저는 학생들 가르치는 입장이라서 이렇게 적어 봤어요..ㅎㅎ",0.47515804
zc0SrejBP1s,"AI 디지털 교과서 도입, 공교육 강화 대책 (24.11.21.) | 정관용의 정책토론 | 국회방송",@바람직한,"교사들이 자유자재로 활용할 도구만 교육적인 효과를 발휘한다
디교는 교사의 손밖이라 그냥 넋놓고 바라보게만 될것이다.",0.47515342
4Niolo0Avnk,"'교육자료' 된 AI 디지털교과서, 채택 여부 학교 선택에 맡긴다 [모잇슈] / EBS뉴스",@블루베리-xyz,학부모입니다. AI교과서 폐지 되어야 합니다.,0.4750105
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@dugobi,학생 학부모 교사 그 누구도 원치않은 사업. 누구 배 부르겠네..,0.47488564
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@김s_kim.s,"개별진도라고 들은 것 같은데, 수학의 경우 수학실력이 뛰어난 아이가 수학 진도를 쭉쭉 다 나가서 그 학년 진도를 다 나갔을 때, 그다음은 다음 학년으로 넘어가나요? 그 아이만 혼자 계속 심화 문제를 풀게 되는 걸까요? 그 부분 말씀해 주시는 영상을 아직 못 찾아서요😅",0.4744649
Hm2mj361syM,AI 디지털교과서가 오히려 격차 유발,@user-ja7ghkdler3,저러면 종이 교과서 쓰는 대안학교나 사립학교 다니려 할거다. 유럽에서 실패한 디지탈 수업 폐해 겪은걸 왜 따라 하냐 .,0.4737087
4Niolo0Avnk,"'교육자료' 된 AI 디지털교과서, 채택 여부 학교 선택에 맡긴다 [모잇슈] / EBS뉴스",@98education,현직 교사입니다. 안그래도 공부 안하고 학습능력이 해가 갈수록 떨어지는 판국에 더 망치고 하향평준화로 가는 길을 왜 굳이 가려고 하는지 답답할 뿐입니다. 보조자료로 선택활용하는 정도로 쓰면 될 것 같습니다.,0.47198814
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@equus7503,차라리 고등학교 교과서 학습지를 pdf로 하는게 더 도움 될듯,0.47152698
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@jeong5075,기대 됩니다. 현재 원아워 프로그램의 형식을 알고 있는데 그만큼의 교수학습 능력을 가진 디지털 교과서였으면 좋겠습니다.,0.4710929
1dR6POZYN50,“AI디지털교과서 손본다”… 98% 도입 대구 운명은?ㅣTBC뉴스,@안쏭_s2,"진짜 저건아니다
퇴출이답! 누구를위한 교과서인가😂
저걸도입하고자하는사람들은 수업한번도 해보지못한사람들일꺼다.
태블릿으로 수업한번했다가 떨어뜨려서 고장나고
무선키보드연결안된다고 날리치고
한시간 다날아간다
진짜최악
애들은 몰래 게임깔아서 게임하고
유튜브보고있더라
다막아놔도 눈깜고도 초딩들은 다푼다

진짜 최악의 수업임😂😂",0.4707839
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@mogi0229,그돈으로ㅠ 각반에 교사1명을 더배치해주세요 수업중 아이들이 질문하면 간단히 대답해 줘야하는 현실이고 질문이 길어지면 눈치주고 그분위기를 느끼고 질문 못하고 넘어가는 경우가 많아요,0.47030604
D5lYwEBwrR0,사교육 대책의 핵심 AI 디지털 교과서,@user-5gg879,큰 뜻은 좋은데요... 날치기로 하니까 그렇죠.. 애들 교육이 그리 중요하면 많은 검증이 이루어진 결과물을 가지고 교육응 해야죠...,0.4697355
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@mintaroma86,담임의 역량에따라.  교육수준이 달라질듯,0.4686316
JC35hy4u1mo,"AI 디지털교과서(AIDT), 도입해야할까? ｜토론으로 알아보는 교육정책",@드리미-l2h,Al 디지털교과서에 대해 다양한 생각을 들을 수 있어 좋았어요! 각자 솔직한 의견을 담아 제대로 주장하는 모습이 공감있게 다가왔네요. 다들 논리있고 조리있게 말하니까 보기 좋고 앞으로 정책을 반영할때 잘 참고하길 바랄게요. 다음에 토론하면 좋을 교육정책으로 고교학점제를 제안해요. 학생들 자율과 선택의 폭이 커지는 반면에 특정과목의 쏠림현상이 두드러진다는 우려가 있는데 우리 학생들 생각은 어떤지 궁금해요^^,0.4682262
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@teacherlee6371,"선생님께서 말씀하신 정서적 교류 정말 공감합니다. 
저도 저희 반 학생들 살펴보면 요즘은 다 태블릿으로 학습지를 풀고, 방과 후 보충 프로그램에서도 태블릿으로 문제를 푸는데,

의외로 아이들이 좋아하고 정말 도움이 되었다고 말하는 것은 
제가 내 준 과제(ai 프로그램이든 문제집이든)를 다 한 후에 제가 각자 틀린 문제 1문제씩을 칠판에 다시 써 주고 잘 풀었는지 확인하는 시간이더라구요.. 
 '선생님에게 내가 잘 풀고 있다는 것을 보여드리고 칭찬받는 것', '내가 모르는 부분을 선생님이 알려주신다'는 것에 학습 동기와 만족감이 커지는 것 같았어요.. 

수업 시간에 혼란이 적기만을 바랄 뿐입니다..ㅠ",0.46749413
r3caRRBNAn0,"AI 디지털교과서, 애초부터 무효였다?!",@peterjeong3220,"ai 이름 붙이고 교육부가  출판사에 세금으로 퍼주어줄려고 하고 있고 교육청은  엄청난 예산을 들여 특정  업체에 개발 의뢰하고 온갖 강사비와 홍보비로 처붇고 있는데, 아무도 감사나 조사도 안 하고 있다.  그지같은 프로그램을 써야만  단위 학교에 지원을 하는 것도 불합리하다.  학교가 교사가 원하는 거 쓸 수 있게 해라.",0.4674752
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@dhk8752,개별 수준별학습은 ai말고는 답이 없고 선생들의 수준미달과 의지부족 문제를 보완하기 위해서는 ai밖에 답이 없음. 철밥통 교사 한명이 20명을 무슨수로 개별지도가 가능할 까?,0.4672669
JC35hy4u1mo,"AI 디지털교과서(AIDT), 도입해야할까? ｜토론으로 알아보는 교육정책",@XX-dl5vo,"다음 토론은 학생들에게 ai교과서 이후 ai교육에 관해서 어느정도의 선을 가지고 규제가 있어야하는지 없어야하는지 토론을 해보면 재밌을거같아요
무분별한 ai남용을 막아야하는지 더 방대한 지식을 습득할 수 있게 규제를 막지말아야할지 어린 친구들의 시선이 궁금합니당",0.46718755
Hm2mj361syM,AI 디지털교과서가 오히려 격차 유발,@Nicoleshin.official,성장기에 있는데 시력나빠질거 같은데 초등학교6년은 종이책으로 해야??,0.46504712
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@전사민-d5k,교육에. 정치의 논리가. 그리고 경제논리가 스며들어 교육 기반을 흔들고 있습니다. 교육 주체는 학생과 교사입니다. 업체와 정부관리가 아닙니다.,0.4644962
VRyVZG_q8SQ,종이 없는 AI 디지털 교과서 시대 열린다 [AI 교과서 도입]① [9시 뉴스] / KBS  2024.03.14.,@DENTE-123,"종이로 공부하며 자랐는데 패드보면 사람이 점점 미쳐가고 문해력같은 능력도 굉장히 떨어지고 시력도떨어지고 패드해봤자 성적은 떨어지고
종이교과서 해봤는데 시험 만점받았다 그런데 성적 떨어트리는 독을 학교마다 나눈다는게 학생을 과연 도움이될까?",0.4638544
Hm2mj361syM,AI 디지털교과서가 오히려 격차 유발,@참깨빵-j8d,기업의검은손이 어린학생들의 학습권까지 돈으로매점매석,0.46329504
W3qeNL467XQ,"[대구] AI 디지털 교과서, 대구 현장에서는 외면?…실효성 논란 확산 (뉴스투데이 2025.06.02 광주MBC)",@loveyoni,"진짜 싫어요! 집에서 한번 접속해봐도 자꾸 렉에 오류에 진행안되니 짜증나던데 학교에서 여러명 한꺼번에 접속.. 수업집중력, 미디어 과용은 정말 싫지만, 진짜 순식간에 난리판 되고 수업진행이 되겠나 싶더라고요.",0.46303868
e1B7xhJgg28,AI 디지털교과서 반년 만에 퇴출‥교육계는 혼란 (2025.08.07/뉴스데스크/제주MBC),@kmsyop112,혼란?  대부분 학교가 안쓴다. 교사들도 대부분 반대였고,0.4625973
VRyVZG_q8SQ,종이 없는 AI 디지털 교과서 시대 열린다 [AI 교과서 도입]① [9시 뉴스] / KBS  2024.03.14.,@무야홍홍홍-o4i,"되겠냐 학교 태블릿 수업 때 쓰는데 하라는 건 안 하고 딴거 (게임, sns) 하는 애들이 태반임...",0.46244648
t_s5gfG3ORw,"""10만 명 여론조사를 못 믿어요?"" AI 디지털교과서 여론조사 못 믿는 장관에게",@kanghyejin3436,아니 나는 애들 구몬도 테블릿으로 한다고해서 싫다고 종이로 했는데 뭔 교과서가 AI이야 아이고야…,0.46228898
t_s5gfG3ORw,"""10만 명 여론조사를 못 믿어요?"" AI 디지털교과서 여론조사 못 믿는 장관에게",@달콤콩콩이,디지털교과서 반대합니다!!!,0.46226656
e1B7xhJgg28,AI 디지털교과서 반년 만에 퇴출‥교육계는 혼란 (2025.08.07/뉴스데스크/제주MBC),@hiteshkumar-kn8sc,"학부모들이 반대해도 강행한거보면 뒷돈 받아먹었을거라 봤다
나도 학부모인데 이미 핸폰과 컴으로 영상 많이 보며 학교에서 영상 필요시 많이 보고 있다
굳이 교과서를 없앤다는건 반대한다",0.46168417
VRyVZG_q8SQ,종이 없는 AI 디지털 교과서 시대 열린다 [AI 교과서 도입]① [9시 뉴스] / KBS  2024.03.14.,@8비,"공부 대부분을 기계로 하는게 말이 됌? 기계를 하루종일 눈 앞에 보고 있어야 하는데 눈나빠지게 공부는 
거의 책을만이 써야지 너무 기계로만 하면 학생들 눈나빠지게 할 일 있냐??",0.45995116
r3caRRBNAn0,"AI 디지털교과서, 애초부터 무효였다?!",@nextamore00,가뜩이나  영상 너무 많이 봐서  애들  책 자체를  안보는데 . . . 디지털교과서가  웬말이냐,0.4598229
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@뚜뚜-q6h,교사와 학부모가 한목소리로 ai교과서를 반대하는데 대체 정부는 왜 급하게 밀어붙일까요?아이들만 불쌍하네요 누굴 위한 정책인가요,0.45953795
vM6_u3czNfY,'AI 디지털교과서' 검정 절차 중단…2학기부터 교과서로 못 쓴다  / EBS뉴스 2025. 08. 05,@지구본-d6v,"백승아 의원실이 3월19일 공개한 자료에 따르면 전국 1만2932개 학교 중 AIDT를 채택하거나 채택 예정인 학교는 32.4%(3870곳)이다. 대구(98.1%) 채택률은 독보적으로 높고 2위 충북(57.%)이 뒤를 따랐다. 서울 학교는 24.8%가 AIDT를 구독한다. 전국 최저인 세종은 9.5%에 불과하며 경남(10.1%), 전남(11.1%), 충남(11.7%), 울산(12.3%)이 그다음으로 비율이 낮다. (출처.시사인918호)",0.45950627
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@자정수-w2u,"대비만해야할까요?
교육주체중 하나인 학부모와 선생님이 바꿀 방법은 없는걸까요?
정말 교육정책이 합의없이 이런식으로 바뀐경우를 살다살다 처음봅니다. 대비하는 것만이 학생을 위한길인건지..대비를 제대로 하는건 가능한건지..",0.45908946
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@heyminson4179,초등만 아니면 중 고등 에서는 흥미 를 돋울수 있을 것 같긴한데..  흠...,0.4589626
Hm2mj361syM,AI 디지털교과서가 오히려 격차 유발,@mathadmission1742,"응, 아냐.... 지금도 멀티미디어 너무 많이 사용한다.. 수업시간만이라도 책을 보자..",0.45893818
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@nare13579,6:30 학생들의 수준에 맞는 학생 맞춤형 문제풀이가 가능하다니 정말 좋네요. 학생의 개개인에 맞추어 유용하게 활용 가능하겠어요. 좋은 영상 감사합니다. 앞으로의 소식도 기대할게요!,0.4586096
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@샤랑해요,"네 좋네요. 학교에서 어떻게 활용할지가 중요한 것 같아요. 지속적인 교실 수업 사례 연수 등을 진행해 주시면 좋을 것 같습니다 :)
감사합니다 ^^",0.4585129
1dR6POZYN50,“AI디지털교과서 손본다”… 98% 도입 대구 운명은?ㅣTBC뉴스,@혀나주-r4j,스웨덴 과 필란드에서 디지털 교과서 도입했다  실패한 대표적인 나라로 공부는 아날로그 방식으로 연필로 쓰고 읽는 방식이 좋다고하는데 왜 이러는 궁금합니다. 이 많은 예산이 과연 왜 필요한지 모르겠네요. 내년에 고등무상교육 예산은 있나요?,0.45812723
K5xHXY8rgvw,AI디지털교과서 도입 첫해‥ 교실은 아직 '준비 중' (2025.05.07/뉴스데스크/춘천MBC),@깃톨,"학생이 한 반에 40명 씩 될 때는 직접 소통하기 어려우니까 라는 명분이라도 있지 
지금은 이걸 써야 하는 명분이 뭐야 시험은 어차피 디지털로 못보게 하잖아",0.45804274
D5lYwEBwrR0,사교육 대책의 핵심 AI 디지털 교과서,@aboutbini,맞춤 교육의 장점보다는 애들 집중력 저하될 거라는 단점이 더 먼저 생각나네요 😭,0.45800245
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@르미푸바오,"뭐하는짓인지..절대반대합니다. 돈을허투로쓰는건물론이고
아이들교육에저게 올바르다고생각합니까? 종이로된책이며 공책에다 직접쓰면서풀어야공부입니다.
저는학부모인데 절대반대입니다.",0.45785028
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@FamaFama-n5c,"종이책과 필기는 반드시 필요하다. 사람은 오감을 활용해야 하는데, 그 중 하나가 촉각이다. 사물마다 질감이 각각 다르다. 책마다 질감이 다르고, 공책마다 질감이 다르고, 필기마다 질감이 다르다. 촉각은 기억력을 강화한다. 시각만 활용하는 화면은 사람을 점점 멍청이로 만든다.
그래서 선제적으로 화상 교과서를 도입했던 디지털 선진국 유럽은 종이 교과서와 필기 공책으로 환원한 상태다. 한국만 관료들이 뒷돈을 먹었는지, 실패한 정책으로 뒷북을 치고 있다. 그러면서도 부끄러운 줄 모른다.",0.45771468
D5lYwEBwrR0,사교육 대책의 핵심 AI 디지털 교과서,@ssongdee,"초등은 제발 빼라
학습보다 발달이 더 중요한 시기다
초등때 학습 좀 더 잘해서 뭐하나
학습은 나중에 해도 되지만
발달은 시기를 놓치면 돌이킬 수가 없다고!",0.45761865
4Niolo0Avnk,"'교육자료' 된 AI 디지털교과서, 채택 여부 학교 선택에 맡긴다 [모잇슈] / EBS뉴스",@chaewonart6662,"대구,경북은 교사들과 아이들 생각은 전혀 안하네요. 피해는 고스란히 교사와 아이들 몫이겠죠. 정말 이기적인 탁상행정가들입니다.",0.45739233
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@시작이반-f1k,사람이 사람을 가르치지 않는 교육은 교육이 아니라 학습일 뿐이겠지요.. ㅠ,0.45724174
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@대단-l2e,"다양하게 활용되어져서, 사교육에 종속되지 않는 공교육이 확립되었으면 합니다.",0.45717308
JC35hy4u1mo,"AI 디지털교과서(AIDT), 도입해야할까? ｜토론으로 알아보는 교육정책",@myl5497,"AI디지털 교과서 관련 다양하고 다채로운 의견들과 생각 그리고 의견 교환등 두루두루 덕분에 잘 시청했습니다.

만약 여건이 된다면 다음번에는 조기 유학에대한 학생들의 생각을 들어보고 싶습니다.
조기유학이라서 좋은점, 조기유학이라서 나쁜점 관련하여 활발하고 적극적인 열린 소통의 장 기대 많이 해보겠습니다.",0.45693535
Hm2mj361syM,AI 디지털교과서가 오히려 격차 유발,@xksw11,"현대인의 고질병인 목디스크와 난독증, 노안을 초등학교때부터 알려주고싶은 교육부의 스마트한 정책이네요. 기계값은 누군가 헤먹을수 있고요.",0.45570052
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@Mu66388,궁금한게.. 전세계도 하지않은 이런 시도를 어떻게하다 우리나라에서 처음 시도하게 된거죠😅 초2키우고 내년 3학년 학부모인 입장에서 걱정이 앞서긴 합니다,0.45468006
e1B7xhJgg28,AI 디지털교과서 반년 만에 퇴출‥교육계는 혼란 (2025.08.07/뉴스데스크/제주MBC),@hho-p1v,잘된거지. 안그래도 교과서에 디지털수업들어와 멍청한애들 더멍청해지는와중에..디치털은 최대한 늦게접하는게 그나마 덜멍청해지는길,0.45414898
e1B7xhJgg28,AI 디지털교과서 반년 만에 퇴출‥교육계는 혼란 (2025.08.07/뉴스데스크/제주MBC),@Conaninwonderland,"집에서는 휴대폰 보게하고 학교에서만 컴퓨터를 사용 못하게 해? 그건 무슨놈의 멍청한 위선이야? 그렇게 휴대폰 보게 하는게 안 좋으면 민주당 시켜서 초등학생 휴대폰 사용을 불법으로 하던가.정권 바뀌면서 이렇게 이미 잘 하던거 멈추고, 투자한 돈 날려먹고 하는식으로 돈 낭비하면 이재명은 좋아할까? 이왕 시작한거 AI시대에 제대로 잘 배우게 연속성있게 개선을 할 생각을 좀 했으면 좋겠음.",0.4523628
IsSq98Ekjos,"[자막] 박은정 “윤석열표 교육, 또 실패”…AI 디지털교과서 전면 비판",@user-qs7zl6sq7t,"현직 수험생인데 고교학점제나 때려쳐라 진짜 제발 30등하면 6~7등급이 맞냐. 10등안에서 4등급 다 결정나고. 고교학점제는 상대평가가 아니라 절대평가로 됐어야 한다. 5등급제 한다고 하지만 효과가 있겠음? 1등급 아니면 대학 못가고 심지어 자소서, 논술 부활하고 사교육 해소는 개뿔 오히려 더 확장됨.",0.45228505
8hw4k3-pSn4,고양이 단어도 인식 못하는 AI 디지털교과서?...전자사전보다 못하다,@진새벽-u5i,"고양이가 데이터가 쌓여야 한다?
본인이 교육부 장관에 맞다고 생각합니까?
선생님, 학부모, 전문가가 모두 반대한다.
해먹을 생각이면 포기해라~!",0.45195708
8hw4k3-pSn4,고양이 단어도 인식 못하는 AI 디지털교과서?...전자사전보다 못하다,@선한.영향력-f2s,"생성형AI가 아님. 종이기. 전자단말기로. 변한건 외엔. 큰 의미가 없죠. 그리고 아날로그가 주는 장점응. 우린 너무 무시하는
경향이 있어요",0.4518625
VRyVZG_q8SQ,종이 없는 AI 디지털 교과서 시대 열린다 [AI 교과서 도입]① [9시 뉴스] / KBS  2024.03.14.,@tlqkfsha11111,학생들도 심지어 삻어하는데 왜 도입하려 하는거임?,0.45139912
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@하-x5l,Ai 전에도 저 정도 스마트기기 이용한 수업은 이미 하고 있었음. 능력도 없는 정부가 일만 크게 벌릴려고 입으로 떠벌려놓고서 유기했음ㅡㅡ,0.4513536
VRyVZG_q8SQ,종이 없는 AI 디지털 교과서 시대 열린다 [AI 교과서 도입]① [9시 뉴스] / KBS  2024.03.14.,@SunamiHong,"교육부 ..제발좀정신차리세요 우리나라는 테스트베드인가보다. 아이들이 불쌍하다..학교에서 디벗, 크롬북으로 수업하면서 애들 딴 짓거리하는거 모르나..학생 지도는 인권이란 이름으로  못한다..",0.45089582
